"","ZCTA5CE20","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","STATE_ABBR","TOTAL","Urbanicity"
"10248","22211",0.0634,0.0353,0.9024,0.7382,"VA",1020,1
"10249","22101",0.0367,0.3925,0.7865,0.4577,"VA",29867,1
"10250","22314",0.067,0.0283,0.7707,0.7962,"VA",31117,1
"10251","23228",0.587,0.2419,0.911,0.7973,"VA",36191,1
"10252","22308",0.0187,0.2434,0.6115,0.3088,"VA",13491,1
"10253","22060",0.3551,0.3981,0.7741,0.7555,"VA",10260,1
"10254","23103",0.0607,0.1143,0.6966,0.0751,"VA",5039,0
"10255","23709",0.053,0,0.4821,0.1455,"VA",332,1
"10256","23065",0.3001,0.371,0.3423,0.4644,"VA",2309,0
"10257","23708",0.0831,0,0.4967,0.1448,"VA",364,1
"10258","23129",0.0162,0.8865,0.2903,0,"VA",428,0
"10259","22030",0.2257,0.0408,0.9019,0.8849,"VA",57649,1
"10260","23139",0.1585,0.1669,0.292,0.4409,"VA",24396,0
"10261","20190",0.1158,0.0822,0.8586,0.7825,"VA",18445,1
"10262","29370",0.8471,0.9477,0.4074,0.5682,"SC",935,0
"10263","29613",0.4156,0.0092,0.6914,0.1455,"SC",1907,1
"10264","29665",0.7278,0.0149,0.9429,0.1178,"SC",91,1
"10265","29046",0.5219,0.4033,0.5487,0.3575,"SC",123,0
"10266","29519",0.8467,0.0235,0.4697,0.1419,"SC",236,0
"10267","29122",0.0591,0.0652,0.4344,0.0916,"SC",39,0
"10268","29175",0.7663,0.6296,0.3103,0.2215,"SC",374,0
"10269","29316",0.4515,0.5153,0.7644,0.6916,"SC",23558,1
"10270","29801",0.8758,0.7028,0.797,0.9946,"SC",27546,1
"10271","29164",0.8774,0.5456,0.653,0.8296,"SC",4485,0
"10272","29322",0.4083,0.768,0.5311,0.5235,"SC",7819,0
"10273","29426",0.8266,0.7516,0.4857,0.2361,"SC",1426,0
"10274","29016",0.2797,0.2398,0.7405,0.7058,"SC",19397,1
"10275","29456",0.5855,0.5584,0.7962,0.531,"SC",30730,1
"10276","29650",0.1672,0.3065,0.8172,0.6397,"SC",35147,1
"10277","29639",0.7747,0.2346,0.3697,0.6714,"SC",1697,0
"10278","29474",0.8746,0.8918,0.4034,0.5787,"SC",2528,0
"10279","29403",0.7409,0.1155,0.6961,0.8658,"SC",21665,1
"10280","29320",0.7937,0.772,0.9537,0.6314,"SC",909,1
"10281","29627",0.8733,0.9047,0.553,0.8859,"SC",17345,0
"10282","29135",0.7816,0.8045,0.7244,0.8778,"SC",8560,0
"10283","29625",0.6337,0.7014,0.7032,0.7436,"SC",27904,1
"10284","29436",0.8933,0.6682,0.4644,0.4714,"SC",4533,0
"10285","29860",0.32,0.4098,0.5718,0.6548,"SC",16004,1
"10286","29150",0.9018,0.9785,0.8407,0.9837,"SC",42248,1
"10287","29080",0.9783,0.9924,0.7838,0.8245,"SC",3159,0
"10288","29036",0.1106,0.5378,0.4708,0.2871,"SC",19577,1
"10289","29828",0.8982,0.8277,0.3524,0.7686,"SC",1032,1
"10290","29410",0.4436,0.4027,0.8372,0.5385,"SC",19585,1
"10291","29030",0.3982,0.089,0.8933,0.5147,"SC",1939,0
"10292","29128",0.9386,0.6953,0.6976,0.7759,"SC",5400,0
"10293","29630",0.8195,0.1457,0.718,0.9198,"SC",14322,1
"10294","29045",0.4468,0.589,0.8056,0.6896,"SC",22990,1
"10295","29409",0.1689,0.0062,0.3524,0.1449,"SC",2506,1
"10296","29634",0.9997,0.0066,0.3293,0.1446,"SC",5727,1
"10297","29655",0.8788,0.5574,0.5894,0.8209,"SC",7003,0
"10298","29360",0.8946,0.9581,0.7822,0.9518,"SC",20049,0
"10299","29138",0.8859,0.7943,0.9428,0.7649,"SC",11199,0
"10300","29065",0.8732,0.0385,0.5103,0.4072,"SC",549,0
"10301","29009",0.9561,0.7751,0.4711,0.296,"SC",2486,0
"10302","29178",0.7654,0.76,0.5937,0.4863,"SC",3149,0
"10303","29512",0.9669,0.7875,0.8008,0.9926,"SC",19023,1
"10304","29488",0.8778,0.8598,0.7893,0.9101,"SC",22231,0
"10305","29032",0.9236,0.8489,0.7422,0.5485,"SC",4860,0
"10306","29824",0.8758,0.4676,0.8218,0.9692,"SC",8318,1
"10307","29836",0.8526,0.4828,0.5017,0.141,"SC",634,0
"10308","29638",0.6758,0.639,0.6963,0.5566,"SC",3078,0
"10309","29812",0.8608,0.9291,0.796,0.9886,"SC",11384,0
"10310","29543",0.7324,0.5803,0.4829,0.3376,"SC",494,0
"10311","29849",0.8006,0.6857,0.4439,0.4068,"SC",171,0
"10312","29331",0.3872,0.1916,0,0.1075,"SC",243,0
"10313","29580",0.9409,0.5411,0.5311,0.495,"SC",1192,0
"10314","29566",0.4269,0.82,0.5633,0.7171,"SC",17032,1
"10315","29074",0.2374,0.2739,0,0.068,"SC",53,0
"10316","29844",0.2923,0.3073,0.3241,0.2163,"SC",110,0
"10317","29924",0.8334,0.6956,0.3961,0.6739,"SC",3855,1
"10318","29838",0.3873,0.4168,0.2189,0.2069,"SC",520,0
"10319","29918",0.9596,0.4667,0.9318,0.7648,"SC",5060,0
"10320","29934",0.881,0.9627,0.901,0.3195,"SC",596,0
"10321","29208",0.5004,0.0065,0.7347,0.1455,"SC",779,1
"10322","29939",0.7295,0.6372,0.5133,0.2771,"SC",269,0
"10323","29943",0.7252,0.4898,0.5045,0.1073,"SC",342,0
"10324","29659",0.923,0.9493,0.44,0.4951,"SC",121,0
"10325","29564",0.9705,0.7614,0.8216,0.6681,"SC",815,0
"10326","29349",0.5852,0.6041,0.7037,0.7288,"SC",30377,1
"10327","29330",0.8612,0.5982,0.7342,0.721,"SC",8584,0
"10328","29160",0.8584,0.7552,0.6325,0.8094,"SC",8192,0
"10329","29377",0.8527,0.7694,0.8925,0.29,"SC",1100,1
"10330","29414",0.1178,0.0547,0.7008,0.4805,"SC",37210,1
"10331","23882",0.7377,0.8155,0.4887,0.5031,"VA",1681,0
"10332","23894",0.6351,0.9479,0.412,0.0774,"VA",606,0
"10333","23140",0.3172,0.2341,0.4439,0.3041,"VA",6312,0
"10334","20164",0.4495,0.1364,0.9503,0.6427,"VA",39222,1
"10335","20152",0.0614,0.2055,0.8942,0.22,"VA",28574,1
"10336","22026",0.5465,0.4817,0.9142,0.7602,"VA",15896,1
"10337","23801",0.549,0.4558,0.818,0.3977,"VA",4747,1
"10338","23842",0.1985,0.1863,0.5977,0.4704,"VA",6902,0
"10339","23899",0.8941,0.5744,0.3527,0.1238,"VA",281,0
"10340","22735",0.5444,0.0287,0.6402,0.3366,"VA",2704,0
"10341","23310",0.6661,0.6377,0.795,0.7388,"VA",4422,0
"10342","22713",0.4106,0.0569,0.1282,0.3866,"VA",1534,0
"10343","23920",0.6824,0.6465,0.472,0.4515,"VA",4012,0
"10344","24484",0.166,0.0826,0.2444,0.1542,"VA",1146,0
"10345","22709",0.4695,0.4677,0.2476,0.0541,"VA",851,0
"10346","23954",0.7449,0.9643,0.4771,0.6318,"VA",1748,0
"10347","22726",0.4649,0.0552,0.4155,0.2909,"VA",538,0
"10348","24579",0.8911,0.5935,0.1008,0.4239,"VA",1613,0
"10349","20187",0.0736,0.2103,0.5697,0.2429,"VA",16511,1
"10350","23968",0.8256,0.2968,0.7214,0.1668,"VA",781,0
"10351","23976",0.9768,0.4557,0.4518,0.2374,"VA",86,0
"10352","23915",0.6979,0.0474,0.675,0.653,"VA",938,0
"10353","22639",0.0205,0.424,0.2166,0.1123,"VA",395,0
"10354","23922",0.9358,0.7322,0.8228,0.8399,"VA",3709,1
"10355","24216",0.9773,0.9572,0.2444,0.6407,"VA",2843,0
"10356","22742",0.5262,0.1296,0.7451,0.2923,"VA",2112,0
"10357","23177",0.151,0.3085,0.4922,0.0555,"VA",568,0
"10358","24265",0.9303,0.6503,0,0.1198,"VA",549,0
"10359","22971",0.6393,0.045,0.7353,0.8409,"VA",1697,0
"10360","24413",0.2151,0.1634,0,0.0451,"VA",131,0
"10361","23130",0.3487,0.7264,0,0,"VA",130,0
"10362","22438",0.189,0.0757,0.492,0.5202,"VA",246,0
"10363","23085",0.1429,0.0187,0.3931,0.0868,"VA",415,0
"10364","24073",0.2591,0.3804,0.5725,0.694,"VA",30860,1
"10365","29605",0.6895,0.7009,0.8755,0.8368,"SC",35716,1
"10366","29180",0.8554,0.6028,0.7983,0.7718,"SC",13943,0
"10367","29626",0.7695,0.6993,0.7269,0.462,"SC",13017,0
"10368","29107",0.8828,0.955,0.6191,0.416,"SC",3241,0
"10369","29450",0.7666,0.6036,0.5017,0.264,"SC",3794,0
"10370","29405",0.9083,0.5819,0.832,0.9706,"SC",28963,1
"10371","29642",0.3149,0.5192,0.5693,0.6973,"SC",30210,1
"10372","29067",0.9337,0.8184,0.6286,0.82,"SC",11464,0
"10373","29805",0.5619,0.4694,0.7492,0.8092,"SC",5868,0
"10374","29809",0.8057,0.8533,0.653,0.7874,"SC",2628,1
"10375","29621",0.4543,0.7082,0.629,0.8692,"SC",41689,1
"10376","29018",0.7776,0.5719,0.5034,0.5019,"SC",3410,0
"10377","29223",0.6022,0.7201,0.8808,0.764,"SC",50892,1
"10378","29014",0.551,0.1363,0.444,0.3489,"SC",1757,0
"10379","29624",0.9807,0.9802,0.8008,0.9984,"SC",14504,1
"10380","29104",0.9281,0.992,0.5045,0.4471,"SC",1496,0
"10381","29654",0.7532,0.8101,0.5815,0.5926,"SC",9885,0
"10382","29212",0.1946,0.43,0.7529,0.6451,"SC",28665,1
"10383","29154",0.7154,0.8011,0.7982,0.7979,"SC",28625,1
"10384","29945",0.8575,0.7985,0.5223,0.6774,"SC",4918,0
"10385","29229",0.3876,0.7708,0.878,0.411,"SC",45092,1
"10386","29458",0.8232,0.5496,0.7675,0.4186,"SC",2287,0
"10387","29685",0.2266,0.2503,0.2373,0.5514,"SC",1441,0
"10388","29583",0.8787,0.8855,0.8308,0.6448,"SC",5957,0
"10389","29125",0.8759,0.6442,0.6965,0.5766,"SC",2395,0
"10390","29412",0.1191,0.0931,0.5633,0.5132,"SC",37908,1
"10391","29635",0.4802,0.4656,0.2212,0.128,"SC",1234,0
"10392","29048",0.9416,0.7686,0.4883,0.9276,"SC",4796,0
"10393","29643",0.3386,0.6234,0.1465,0.3655,"SC",2474,0
"10394","29683",0.5747,0.1388,0,0,"SC",69,1
"10395","29379",0.8815,0.9404,0.4315,0.961,"SC",18301,0
"10396","29052",0.5832,0.2193,0.5486,0.2108,"SC",2150,0
"10397","29696",0.6227,0.8361,0.6646,0.8678,"SC",4638,0
"10398","29704",0.8529,0.8975,0.2988,0.3365,"SC",4089,0
"10399","29546",0.9147,0.8233,0.8086,0.3336,"SC",3129,0
"10400","29574",0.8618,0.8398,0.8914,0.8515,"SC",11817,0
"10401","29936",0.8169,0.662,0.852,0.985,"SC",14061,0
"10402","29592",0.7722,0.958,0.5091,0.5774,"SC",1348,0
"10403","29020",0.7689,0.8694,0.6416,0.6845,"SC",22214,1
"10404","29817",0.9591,0.9908,0.8297,0.9896,"SC",4660,0
"10405","29547",0.975,0.5247,0.8863,0.4622,"SC",2665,0
"10406","29481",0.9537,0.7208,0.8292,0.2264,"SC",1814,0
"10407","29848",0.4739,0.3177,0.3145,0.1734,"SC",667,0
"10408","29364",0.9605,0.9834,0.344,0.4657,"SC",656,0
"10409","29932",0.9026,0.7901,0.9131,0.3552,"SC",293,0
"10410","29516",0.9252,0.9685,0.8729,0.3813,"SC",867,0
"10411","29845",0.8368,0.9759,0.4783,0.6466,"SC",963,0
"10412","29527",0.8533,0.8962,0.7882,0.9207,"SC",25253,0
"10413","29922",0.9696,0.2424,0.5178,0.2937,"SC",1101,0
"10414","29145",0.9031,0.9522,0.5022,0.2302,"SC",1056,0
"10415","29904",0.0908,0,0.4618,0.1455,"SC",589,1
"10416","29303",0.9276,0.5521,0.8842,0.9979,"SC",25351,1
"10417","29803",0.2485,0.5158,0.6788,0.5947,"SC",36692,1
"10418","29324",0.5067,0.1686,0,0.3412,"SC",206,1
"10419","29477",0.8888,0.8957,0.7817,0.9379,"SC",6141,0
"10420","29464",0.0598,0.1297,0.6101,0.6678,"SC",47589,1
"10421","29210",0.779,0.228,0.8722,0.914,"SC",41973,1
"10422","29434",0.7966,0.9148,0.7807,0.3357,"SC",544,0
"10423","29407",0.302,0.1894,0.759,0.7236,"SC",33884,1
"10424","29680",0.183,0.2574,0.7438,0.6464,"SC",30122,1
"10425","29033",0.6029,0.2403,0.7114,0.5916,"SC",12065,1
"10426","29047",0.8653,0.6081,0.4682,0.773,"SC",3420,0
"10427","29142",0.9099,0.9624,0.6985,0.9357,"SC",5274,0
"10428","29501",0.5845,0.7156,0.7056,0.8618,"SC",44511,1
"10429","29001",0.9322,0.9413,0.8301,0.5304,"SC",1959,0
"10430","29615",0.1583,0.3295,0.7609,0.7732,"SC",35642,1
"10431","29079",0.5269,0.0528,0.5487,0.3615,"SC",10,0
"10432","29069",0.9608,0.6709,0.6732,0.4501,"SC",5040,0
"10433","29432",0.8235,0.9001,0.4377,0.739,"SC",3110,0
"10434","29055",0.9068,0.9879,0.4129,0.5341,"SC",4418,0
"10435","29482",0.0766,0.1358,0.2029,0.1833,"SC",2067,1
"10436","24556",0.4112,0.1794,0.295,0.2022,"VA",3543,0
"10437","24122",0.3468,0.4999,0.3479,0.2511,"VA",1462,0
"10438","23517",0.4413,0.0245,0.7371,0.8486,"VA",4693,1
"10439","23459",0.6238,0.1209,0.3697,0.2248,"VA",1144,1
"10440","24076",0.8537,0.8261,0.083,0.3534,"VA",1201,0
"10441","22535",0.6755,0.9957,0.4468,0.4539,"VA",468,0
"10442","22807",0.5102,0.0069,0.7268,0.1455,"VA",3197,1
"10443","24657",0.9578,0.1993,0.1217,0.3866,"VA",424,0
"10444","24554",0.7178,0.7848,0.3513,0.5104,"VA",4126,0
"10445","22473",0.6018,0.7871,0.4354,0.3676,"VA",5100,0
"10446","22539",0.1697,0.4207,0.2752,0.2151,"VA",2380,0
"10447","24176",0.1227,0.205,0.2626,0.1906,"VA",1623,0
"10448","23092",0.3898,0.0906,0.4216,0.3506,"VA",746,0
"10449","22511",0.3783,0.2509,0.3017,0.3744,"VA",1272,0
"10450","22835",0.6991,0.6821,0.4014,0.6816,"VA",11562,0
"10451","23551",0.0892,0,0.4685,0.1455,"VA",786,1
"10452","22529",0.3621,0.0394,0.4935,0,"VA",382,0
"10453","24570",0.1674,0,0,0,"VA",11,0
"10454","23220",0.7049,0.0289,0.7262,0.9212,"VA",34303,1
"10455","24153",0.4121,0.3778,0.5738,0.7932,"VA",37128,1
"10456","22641",0.2707,0.1934,0,0.122,"VA",244,0
"10457","24313",0.974,0.8597,0.3219,0.2929,"VA",896,0
"10458","24343",0.722,0.8038,0.47,0.7557,"VA",9021,0
"10459","22624",0.4613,0.1086,0.3486,0.0647,"VA",2449,0
"10460","22546",0.3813,0.5278,0.4133,0.3346,"VA",15832,0
"10461","24656",0.7935,0.6291,0.3213,0.3255,"VA",3112,0
"10462","24531",0.6479,0.4727,0.6272,0.8546,"VA",8719,0
"10463","24549",0.8136,0.6257,0.6094,0.7463,"VA",4421,0
"10464","23664",0.2546,0.2479,0.6297,0.485,"VA",9550,1
"10465","22801",0.7157,0.0778,0.8506,0.9361,"VA",38455,1
"10466","22846",0.2742,0.334,0.5964,0.4563,"VA",2191,0
"10467","22831",0.4279,0.0815,0.1217,0.4947,"VA",928,0
"10468","24201",0.8009,0.9406,0.5229,0.8263,"VA",16861,1
"10469","24605",0.6551,0.482,0.5578,0.6132,"VA",9315,1
"10470","24613",0.7433,0.3887,0,0.3939,"VA",382,0
"10471","24479",0.452,0.7096,0.2029,0.1992,"VA",1224,0
"10472","24333",0.8265,0.8967,0.7115,0.8654,"VA",17759,0
"10473","24426",0.5702,0.6235,0.287,0.7372,"VA",14176,1
"10474","22630",0.5777,0.6544,0.6506,0.7695,"VA",31671,1
"10475","23235",0.1441,0.4779,0.829,0.6457,"VA",31170,1
"10476","23434",0.7146,0.6726,0.7607,0.7934,"VA",49020,1
"10477","24292",0.982,0.9001,0.2583,0.3124,"VA",464,0
"10478","23061",0.2595,0.4327,0.3247,0.622,"VA",21279,0
"10479","23831",0.2511,0.4861,0.7812,0.6563,"VA",34935,1
"10480","23409",0.8698,0.3711,0,0.2665,"VA",105,0
"10481","23417",0.4619,0.3381,0.7672,0.5819,"VA",3137,0
"10482","23414",0.2438,0.0304,0.9807,0.4022,"VA",58,0
"10483","23306",0.1771,0.7639,0.3682,0.0423,"VA",898,0
"10484","23838",0.095,0.1244,0.5624,0.1918,"VA",16003,0
"10485","23866",0.5283,0.8776,0.4164,0.1862,"VA",2088,0
"10486","22302",0.0733,0.0283,0.8644,0.7337,"VA",18486,1
"10487","22311",0.4353,0.0684,0.9526,0.9033,"VA",18183,1
"10488","22079",0.2043,0.2061,0.9244,0.3694,"VA",34218,1
"10489","23117",0.5522,0.3603,0.7099,0.5027,"VA",8633,0
"10490","22003",0.3847,0.1958,0.949,0.8438,"VA",60058,1
"10491","23315",0.5089,0.1034,0.2543,0.0815,"VA",1643,0
"10492","20170",0.2845,0.16,0.9441,0.5797,"VA",42818,1
"10493","22044",0.439,0.1088,0.9397,0.8803,"VA",14230,1
"10494","23805",0.6429,0.6614,0.7322,0.8578,"VA",20466,1
"10495","23860",0.8518,0.7924,0.8361,0.9374,"VA",31269,1
"10496","23840",0.824,0.0741,0.3782,0.5525,"VA",2277,0
"10497","23850",0.6228,0.3076,0.4085,0.1092,"VA",888,0
"10498","20132",0.0875,0.1541,0.6966,0.4418,"VA",17939,1
"10499","20158",0.0891,0.2213,0.6028,0.2519,"VA",4219,1
"10500","23181",0.1877,0.5501,0.6296,0.5312,"VA",5711,0
"10501","23897",0.7162,0.7157,0.4402,0.3168,"VA",551,0
"10502","23830",0.5308,0.8596,0.4722,0.2252,"VA",1325,0
"10503","23901",0.7838,0.1526,0.816,0.9261,"VA",17382,0
"10504","20119",0.3169,0.1143,0.4042,0.1878,"VA",4345,0
"10505","23970",0.7768,0.9779,0.4416,0.8126,"VA",7834,0
"10506","22830",0.6463,0.623,0,0.3518,"VA",1859,0
"10507","22901",0.169,0.2725,0.799,0.7572,"VA",32854,1
"10508","22811",0.3911,0.8884,0.2057,0.0564,"VA",442,0
"10509","22902",0.406,0.1483,0.8074,0.9565,"VA",22827,1
"10510","22840",0.4141,0.6978,0.5851,0.3215,"VA",4852,0
"10511","24361",0.8821,0.7192,0.271,0.4746,"VA",5267,0
"10512","24102",0.7309,0.4727,0.0773,0.4263,"VA",1806,0
"10513","24635",0.8571,0.1563,0.6834,0.9011,"VA",1334,0
"10514","24477",0.3694,0.4386,0.2556,0.6031,"VA",10372,1
"10515","24148",0.7998,0.8609,0.7175,0.6616,"VA",7771,0
"10516","23663",0.8359,0.8265,0.7848,0.7276,"VA",13861,1
"10517","24326",0.6601,0.6072,0.5024,0.26,"VA",1132,0
"10518","24128",0.2321,0.21,0.4213,0.1236,"VA",1614,0
"10519","24070",0.261,0.4704,0.0925,0.3079,"VA",1526,0
"10520","23464",0.2936,0.4233,0.8126,0.5828,"VA",75119,1
"10521","24431",0.6905,0.8875,0.1613,0.3129,"VA",2148,0
"10522","24439",0.546,0.4276,0.364,0.2744,"VA",1176,0
"10523","24422",0.8778,0.8518,0.5172,0.9198,"VA",6390,1
"10524","23395",0.9439,0.9992,0.4216,0.1542,"VA",431,0
"10525","23421",0.8606,0.8733,0.9393,0.9983,"VA",4600,0
"10526","23301",0.7935,0.7751,0.9621,0.9253,"VA",1223,0
"10527","23423",0.1167,0.4697,0,0.0676,"VA",365,0
"10528","23442",0.7416,0.9193,0.8395,0.515,"VA",1183,0
"10529","23432",0.3297,0.379,0.3986,0.1847,"VA",1138,0
"10530","23303",0.3674,0.1052,0.3572,0.3365,"VA",1121,0
"10531","24445",0.7248,0.623,0.2641,0.8926,"VA",2270,0
"10532","23113",0.0704,0.3376,0.6789,0.4701,"VA",24505,1
"10533","23488",0.6742,0.0261,0.5329,0.1296,"VA",109,0
"10534","23128",0.1323,0.1122,0.2626,0.9973,"VA",1183,0
"10535","23120",0.0267,0.1302,0.6273,0.0504,"VA",7575,0
"10536","22204",0.3488,0.0697,0.9338,0.8432,"VA",53091,1
"10537","22209",0.0867,0.0155,0.7691,0.8164,"VA",12118,1
"10538","23844",0.5593,0.4393,0.5072,0.3246,"VA",595,0
"10539","22312",0.4268,0.1092,0.9541,0.7544,"VA",32763,1
"10540","23847",0.9675,0.6192,0.6978,0.9899,"VA",15798,0
"10541","23888",0.8609,0.9384,0.4241,0.7691,"VA",1978,0
"10542","22305",0.4481,0.1141,0.9489,0.8907,"VA",16808,1
"10543","23314",0.4203,0.6956,0.7895,0.7885,"VA",7471,1
"10544","23102",0.3626,0.7164,0.3596,0.0865,"VA",3026,0
"10545","23039",0.3587,0.3734,0.4029,0.4637,"VA",1189,0
"10546","23304",0,0.0456,0,0,"VA",161,1
"10547","22150",0.439,0.4319,0.9507,0.8858,"VA",26912,1
"10548","23015",0.3478,0.3011,0.4955,0.2839,"VA",4499,0
"10549","20124",0.0588,0.0707,0.7971,0.219,"VA",15620,1
"10550","20151",0.298,0.1482,0.949,0.4868,"VA",22203,1
"10551","20194",0.0563,0.0389,0.6259,0.2737,"VA",13635,1
"10552","22043",0.1301,0.0899,0.9166,0.7458,"VA",25923,1
"10553","22027",0.217,0.1333,0.8583,0.2413,"VA",2081,1
"10554","23885",0.5469,0.7406,0.3393,0.2572,"VA",2491,0
"10555","23824",0.7077,0.9122,0.7647,0.9869,"VA",6984,0
"10556","20147",0.0474,0.152,0.8608,0.6514,"VA",61983,1
"10557","20117",0.4387,0.1373,0.5668,0.6221,"VA",2530,0
"10558","23160",0.8163,0.0175,0.87,0.1455,"VA",2680,0
"10559","20184",0.3577,0.3449,0.3122,0,"VA",541,0
"10560","23883",0.6201,0.1681,0.4672,0.1543,"VA",2664,0
"10561","24534",0.8322,0.4169,0.4468,0.4118,"VA",1447,0
"10562","23944",0.7456,0.9901,0.7665,0.8631,"VA",4303,0
"10563","23486",0,0.2177,0,0,"VA",229,0
"10564","20111",0.5735,0.3091,0.9432,0.5387,"VA",34000,1
"10565","23879",0.4429,0.1303,0.4914,0.1276,"VA",655,0
"10566","23413",0.605,0.7477,0.9074,0.5876,"VA",1124,0
"10567","24136",0.4275,0.3024,0.38,0.4519,"VA",3576,0
"10568","24558",0.718,0.6899,0.6458,0.7543,"VA",7128,0
"10569","24162",0.6362,0.269,0.6405,0.4368,"VA",1718,0
"10570","20198",0.1975,0.4944,0.7417,0.0632,"VA",2262,0
"10571","22731",0.1441,0.4903,0,0,"VA",45,0
"10572","24555",0.6994,0.6516,0.6921,0.4719,"VA",2489,0
"10573","29940",0.6727,0.6712,0.4934,0.7312,"SC",4437,0
"10574","29163",0.948,0.9869,0.5386,0.7969,"SC",1979,0
"10575","29544",0.7175,0.7303,0.5315,0.5017,"SC",5321,0
"10576","29718",0.9506,0.8676,0.402,0.823,"SC",3889,0
"10577","29127",0.4844,0.5865,0.5643,0.5685,"SC",8405,0
"10578","29727",0.903,0.9335,0.4531,0.8343,"SC",1370,0
"10579","29709",0.7556,0.6041,0.3862,0.9344,"SC",6235,0
"10580","29003",0.7604,0.9791,0.7257,0.9409,"SC",7152,0
"10581","29335",0.6893,0.7741,0.6738,0.7987,"SC",5780,0
"10582","29708",0.0606,0.2479,0.5939,0.3193,"SC",28863,1
"10583","29715",0.3105,0.5019,0.7368,0.4434,"SC",27368,1
"10584","29579",0.4584,0.5189,0.6799,0.5287,"SC",34913,1
"10585","29525",0.9722,0.9516,0.5083,0.6647,"SC",1871,0
"10586","29743",0.9359,0.3886,0.1465,0.2963,"SC",978,0
"10587","29923",0.9428,0.081,0.5316,0.449,"SC",682,0
"10588","29840",0.981,0.4546,0.5487,0.101,"SC",259,0
"10589","29225",0.5039,0.0069,0.3489,0.1455,"SC",1260,1
"10590","29373",0.8763,0.9038,0.2774,0.502,"SC",215,0
"10591","29446",0.4621,0.1795,0.4979,0.1789,"SC",864,0
"10592","29452",0.9707,0.029,0.501,0.3216,"SC",400,0
"10593","29070",0.7715,0.6713,0.6686,0.6132,"SC",14689,0
"10594","29307",0.5737,0.9159,0.6496,0.9154,"SC",18757,1
"10595","29455",0.0814,0.1763,0.7513,0.6645,"SC",21893,0
"10596","29611",0.9551,0.9106,0.9125,0.9689,"SC",28844,1
"10597","29466",0.0359,0.2694,0.5019,0.3035,"SC",32193,1
"10598","29492",0.106,0.1174,0.5387,0.4525,"SC",11801,1
"10599","29431",0.7069,0.7392,0.6464,0.5185,"SC",6731,0
"10600","29483",0.5508,0.7058,0.7047,0.7153,"SC",70975,1
"10601","29511",0.4891,0.5374,0.6728,0.3415,"SC",5299,0
"10602","29115",0.9353,0.8947,0.7226,0.9907,"SC",29143,1
"10603","29526",0.7895,0.6015,0.73,0.9002,"SC",40924,1
"10604","29601",0.6702,0.1206,0.8298,0.9725,"SC",11316,1
"10605","29152",0.8315,0.0284,0.4034,0.6629,"SC",1172,1
"10606","29051",0.9522,0.2123,0.7872,0.7759,"SC",2083,0
"10607","23947",0.7886,0.6809,0.6248,0.757,"VA",3834,0
"10608","20169",0.0382,0.194,0.8014,0.1811,"VA",22604,1
"10609","23962",0.8686,0.7544,0.4234,0.3785,"VA",458,0
"10610","20143",0.0305,0.2934,0.633,0.0874,"VA",1175,0
"10611","23952",0.6839,0.1199,0.1496,0.0437,"VA",173,0
"10612","22712",0.2898,0.2746,0.828,0.6865,"VA",8171,1
"10613","22718",0.5095,0.3442,0.1465,0.1067,"VA",814,0
"10614","24539",0.873,0.3844,0.508,0.3741,"VA",134,0
"10615","23927",0.3777,0.6244,0.5872,0.804,"VA",4101,0
"10616","22729",0.5515,0.0106,0.9297,0.3756,"VA",1221,0
"10617","24293",0.7867,0.7024,0.3838,0.9396,"VA",9768,1
"10618","24273",0.9526,0.9518,0.2476,0.9333,"VA",6986,1
"10619","22747",0.1311,0.5964,0.303,0.5064,"VA",1039,0
"10620","22949",0.569,0.1737,0.3923,0.8571,"VA",1128,0
"10621","23106",0.7234,0.6354,0.3961,0.0555,"VA",1020,0
"10622","23508",0.7608,0.0324,0.7091,0.9032,"VA",21699,1
"10623","24248",0.8489,0.5822,0.1153,0.3909,"VA",2801,0
"10624","22560",0.8217,0.7564,0.7101,0.9131,"VA",6008,0
"10625","24281",0.8904,0.6442,0.0901,0.3226,"VA",2767,0
"10626","22406",0.1977,0.3821,0.7953,0.4544,"VA",23556,1
"10627","23503",0.5352,0.1678,0.8237,0.772,"VA",32018,1
"10628","23109",0.3056,0.5313,0.3393,0.2305,"VA",2458,0
"10629","22504",0.3297,0.3402,0.4433,0.0737,"VA",245,0
"10630","24503",0.2798,0.5601,0.5786,0.7263,"VA",18901,1
"10631","24517",0.7098,0.8618,0.6698,0.8304,"VA",5581,1
"10632","23180",0.3811,0.2905,0.3174,0.188,"VA",367,0
"10633","22408",0.3681,0.435,0.8117,0.454,"VA",27953,1
"10634","29404",0.51,0.3509,0.7038,0.3382,"SC",1511,1
"10635","29133",0.9509,0.7439,0.5039,0.447,"SC",1399,0
"10636","29118",0.5622,0.4674,0.8801,0.7027,"SC",16027,1
"10637","29935",0.712,0.1442,0.7784,0.908,"SC",3405,1
"10638","29401",0.3487,0.148,0.6433,0.7368,"SC",10593,1
"10639","29420",0.4722,0.3015,0.8581,0.4402,"SC",23159,1
"10640","29920",0.7109,0.8284,0.8558,0.9578,"SC",10389,0
"10641","29448",0.8148,0.9051,0.4305,0.5483,"SC",2190,0
"10642","29540",0.9812,0.8336,0.6871,0.6105,"SC",5804,0
"10643","29437",0.8206,0.5035,0.4671,0.4944,"SC",2302,0
